Id,FriendlyName,Category,Priority,OriginalPriority,Name,ShortName,MarketId,Price,PricePerSlot,Slots,IconUrl,ImageUrl,BigImgUrlNote
5d6e68d1a4b93622fe60e845,"12/70 HP Slug ""SuperFormance""",Ammo,1 Low,1 Low,"b'12/70 HP Slug ""SuperFormance""'",b'SF',5d6e68d1a4b93622fe60e845,100,100.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/4/4e/12-70_HP_SF_icon.png?version=63b2970b4089f5c6eb2db8cc207b2f63',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/4/4e/12-70_HP_SF_icon.png?version=63b2970b4089f5c6eb2db8cc207b2f63',
5d6e68b3a4b9361bca7e50b5,12/70 HP Slug Copper Sabot Premier,Ammo,1 Low,1 Low,b'12/70 HP Slug Copper Sabot Premier',b'CSP',5d6e68b3a4b9361bca7e50b5,149,149.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/b9/12x70SLUG_CSP-icon.png?version=abdda06d73776d6de65f9b8b68c1bb8e',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/b9/12x70SLUG_CSP-icon.png?version=abdda06d73776d6de65f9b8b68c1bb8e',
5d6e67fba4b9361bc73bc779,"12x70 6.5 mm ""Express"" Buckshot",Ammo,1 Low,1 Low,"b'12x70 6.5 mm ""Express"" Buckshot'",b'6.5 12c',5d6e67fba4b9361bc73bc779,20,20.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/bf/127065ExpressBuckshotIcon.png?version=777e96322439494d2fc1b0357bf522c5',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/bf/127065ExpressBuckshotIcon.png?version=777e96322439494d2fc1b0357bf522c5',
560d5e524bdc2d25448b4571,12x70 7mm Buckshot,Ammo,1 Low,1 Low,b'12x70 7mm Buckshot',b'7mm 12c',560d5e524bdc2d25448b4571,25,25.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/d/d7/12x70BUCKSHOT.png?version=70661d4fcbc934c2d8f50764431bfd66',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/d/d7/12x70BUCKSHOT.png?version=70661d4fcbc934c2d8f50764431bfd66',
58820d1224597753c90aeb13,12x70 Led slug,Ammo,1 Low,1 Low,b'12x70 Led slug',b'12x70 Slug',58820d1224597753c90aeb13,30,30.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/83/12x70SLUG.png?version=24119373f5cfb59e69a40fbe5a922d89',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/83/12x70SLUG.png?version=24119373f5cfb59e69a40fbe5a922d89',
5c0d591486f7744c505b416f,12x70 RIP,Ammo,1 Low,1 Low,b'12x70 RIP',b'12x70 RIP',5c0d591486f7744c505b416f,599,599.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/8a/12x70ripicon.png?version=3a2974cc8bd1c998510f9435d3b0be4f',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/8a/12x70ripicon.png?version=3a2974cc8bd1c998510f9435d3b0be4f',
5d6e68c4a4b9361b93413f79,12x70 shell with .50 BMG bullet,Ammo,1 Low,1 Low,b'12x70 shell with .50 BMG bullet',b'.50 12c',5d6e68c4a4b9361b93413f79,287,287.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/0b/12-70_.50_BMG_icon.png?version=7a9db4684efc3cfd65829ff1f7c3d1a9',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/0b/12-70_.50_BMG_icon.png?version=7a9db4684efc3cfd65829ff1f7c3d1a9',
5d6e695fa4b936359b35d852,20/70 5.6mm Buckshot,Ammo,1 Low,1 Low,b'20/70 5.6mm Buckshot',b'5.6 20c',5d6e695fa4b936359b35d852,21,21.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/3e/20x70BUCKSHOT_56.png?version=9fe83325c18494b3f2bb6a2a4f378aad',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/3e/20x70BUCKSHOT_56.png?version=9fe83325c18494b3f2bb6a2a4f378aad',
5d6e69b9a4b9361bc8618958,20/70 6.2mm Buckshot,Ammo,1 Low,1 Low,b'20/70 6.2mm Buckshot',b'6.2 20k',5d6e69b9a4b9361bc8618958,60,60.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/1c/207062mmBuckshotIcon.png?version=f4ab2764454e647635af162f52295c66',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/1c/207062mmBuckshotIcon.png?version=f4ab2764454e647635af162f52295c66',
5d6e69c7a4b9360b6c0d54e4,20/70 7.3mm Buckshot,Ammo,1 Low,1 Low,b'20/70 7.3mm Buckshot',b'7.3 20c',5d6e69c7a4b9360b6c0d54e4,100,100.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/86/20x70BUCKSHOT_73.png?version=7f5dc85def5507861ef8baffa426653c',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/86/20x70BUCKSHOT_73.png?version=7f5dc85def5507861ef8baffa426653c',
5d6e6a5fa4b93614ec501745,20/70 Devastator Slug,Ammo,1 Low,1 Low,b'20/70 Devastator Slug',b'Dev.',5d6e6a5fa4b93614ec501745,230,230.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/e/e1/2070DevastatorSlugIcon.png?version=28b0abecb9d399deb3665e3dfeb59b45',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/e/e1/2070DevastatorSlugIcon.png?version=28b0abecb9d399deb3665e3dfeb59b45',
5d6e6a53a4b9361bd473feec,"20/70 Slug ""Poleva-3""",Ammo,1 Low,1 Low,"b'20/70 Slug ""Poleva-3""'",b'P-3 20c',5d6e6a53a4b9361bd473feec,40,40.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/2/2a/70x20SLUG_poleva3-icon.png?version=ca4960f81dc5da49e19c66e4f085bc22',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/2/2a/70x20SLUG_poleva3-icon.png?version=ca4960f81dc5da49e19c66e4f085bc22',
5d6e6a42a4b9364f07165f52,20/70 Slug Poleva-6u,Ammo,1 Low,1 Low,b'20/70 Slug Poleva-6u',b'P-6u 20c',5d6e6a42a4b9364f07165f52,71,71.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/67/70x20SLUG_poleva6u-icon.png?version=b0d4ad25d551db51cdb83cb49c4581b6',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/67/70x20SLUG_poleva6u-icon.png?version=b0d4ad25d551db51cdb83cb49c4581b6',
5d6e6a05a4b93618084f58d0,20/70 Star Slug,Ammo,1 Low,1 Low,b'20/70 Star Slug',b'20/70 Slug',5d6e6a05a4b93618084f58d0,81,81.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/61/20-70_Star_Slug_icon.png?version=20142c8d1687e39485cd209e0d11d068',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/61/20-70_Star_Slug_icon.png?version=20142c8d1687e39485cd209e0d11d068',
5a38ebd9c4a282000d722a5b,20x70 7.5mm Buckshot,Ammo,1 Low,1 Low,b'20x70 7.5mm Buckshot',b'7.5 20c',5a38ebd9c4a282000d722a5b,18,18.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/a/ab/20x70BUCKSHOT.png?version=2db34993c5830582c18d33a3a685f86a',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/a/ab/20x70BUCKSHOT.png?version=2db34993c5830582c18d33a3a685f86a',
5d70e500a4b9364de70d38ce,30x29 mm VOG-30,Ammo,1 Low,1 Low,b'30x29 mm VOG-30',b'',0,0,0,0,b'',b'',
5ba26812d4351e003201fef1,4.6x30mm Action SX,Ammo,1 Low,1 Low,b'4.6x30mm Action SX',b'Action SX',5ba26812d4351e003201fef1,75,75.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/58/4.6x30ActionIcon.png?version=06ad3978420250e6d31f893b1237cd81',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/58/4.6x30ActionIcon.png?version=06ad3978420250e6d31f893b1237cd81',
5ba26835d4351e0035628ff5,4.6x30mm AP SX,Ammo,1 Low,1 Low,b'4.6x30mm AP SX',b'AP SX',5ba26835d4351e0035628ff5,995,995.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/cf/4.6x30APenIcon.png?version=8e73a656c1acd7aa097ad35d50b24e9c',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/cf/4.6x30APenIcon.png?version=8e73a656c1acd7aa097ad35d50b24e9c',
5ba2678ad4351e44f824b344,4.6x30mm FMJ SX,Ammo,1 Low,1 Low,b'4.6x30mm FMJ SX',b'FMJ SX',5ba2678ad4351e44f824b344,90,90.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/c8/4.6x30FMJIcon.png?version=950bb6f1da967532adc93bb25448a023',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/c8/4.6x30FMJIcon.png?version=950bb6f1da967532adc93bb25448a023',
5ba26844d4351e00334c9475,4.6x30mm Subsonic SX,Ammo,1 Low,1 Low,b'4.6x30mm Subsonic SX',b'Subsonic SX',5ba26844d4351e00334c9475,428,428.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/3c/4.6x30SubsonicIcon.png?version=ac8e34b1e59aa5968809061c5722ba94',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/3c/4.6x30SubsonicIcon.png?version=ac8e34b1e59aa5968809061c5722ba94',
5656eb674bdc2d35148b457c,40 mm VOG-25,Ammo,1 Low,1 Low,b'40 mm VOG-25',b'40mm',5656eb674bdc2d35148b457c,9999,9999.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/10/40_VOG-25.png?version=cbe536c20a9dfd0d00e164df4c186df8',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/10/40_VOG-25.png?version=cbe536c20a9dfd0d00e164df4c186df8',
5c0d5e4486f77478390952fe,"5.45x39 mm 7N39 ""Igolnik""",Ammo,1 Low,1 Low,"b'5.45x39 mm 7N39 ""Igolnik""'",b'7N39',5c0d5e4486f77478390952fe,1000,1000.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/64/7n39icon.png?version=087642b9096be32b93866634e54559a7',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/6/64/7n39icon.png?version=087642b9096be32b93866634e54559a7',
56dfef82d2720bbd668b4567,5.45x39 mm BP,Ammo,1 Low,1 Low,b'5.45x39 mm BP',b'BP',56dfef82d2720bbd668b4567,275,275.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/2/2e/74BPICON.png?version=d3e60f95da222c0cff2fd7c258795624',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/2/2e/74BPICON.png?version=d3e60f95da222c0cff2fd7c258795624',
56dff026d2720bb8668b4567,5.45x39 mm BS,Ammo,1 Low,1 Low,b'5.45x39 mm BS',b'BS',56dff026d2720bb8668b4567,1000,1000.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/17/74BSICON.png?version=17bde6ccc12721f6e58f1b5ea184a59d',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/17/74BSICON.png?version=17bde6ccc12721f6e58f1b5ea184a59d',
56dff061d2720bb5668b4567,5.45x39 mm BT,Ammo,1 Low,1 Low,b'5.45x39 mm BT',b'BT',56dff061d2720bb5668b4567,99,99.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/c7/74BTICON.png?version=59c52e31f952204fa7b48e0dfeb778c4',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/c/c7/74BTICON.png?version=59c52e31f952204fa7b48e0dfeb778c4',
56dff0bed2720bb0668b4567,5.45x39 mm FMJ,Ammo,1 Low,1 Low,b'5.45x39 mm FMJ',b'FMJ',56dff0bed2720bb0668b4567,33,33.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/81/74FMJICON.png?version=4334e9065819feb71067fad9fa44e419',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/8/81/74FMJICON.png?version=4334e9065819feb71067fad9fa44e419',
56dff216d2720bbd668b4568,5.45x39 mm HP,Ammo,1 Low,1 Low,b'5.45x39 mm HP',b'HP',56dff216d2720bbd668b4568,30,30.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/f/fe/74HPICON.png?version=8bc6eba16377ffddd0deb2e99fd87c97',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/f/fe/74HPICON.png?version=8bc6eba16377ffddd0deb2e99fd87c97',
56dff2ced2720bb4668b4567,5.45x39 mm PP,Ammo,1 Low,1 Low,b'5.45x39 mm PP',b'PP',56dff2ced2720bb4668b4567,85,85.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/5d/74PPICON.png?version=dfe829c685b8b63006aed8fb5edad581',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/5d/74PPICON.png?version=dfe829c685b8b63006aed8fb5edad581',
56dff338d2720bbd668b4569,5.45x39 mm PRS,Ammo,1 Low,1 Low,b'5.45x39 mm PRS',b'PRS',56dff338d2720bbd668b4569,18,18.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/7/73/74PRSICON.png?version=d4a643dd637687893a6c83919a409d6d',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/7/73/74PRSICON.png?version=d4a643dd637687893a6c83919a409d6d',
56dff3afd2720bba668b4567,5.45x39 mm PS,Ammo,1 Low,1 Low,b'5.45x39 mm PS',b'PS',56dff3afd2720bba668b4567,59,59.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/e/e3/74PSICON.png?version=3b3c7f26e6821617f9b477cc844f546b',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/e/e3/74PSICON.png?version=3b3c7f26e6821617f9b477cc844f546b',
56dff421d2720b5f5a8b4567,5.45x39 mm SP,Ammo,1 Low,1 Low,b'5.45x39 mm SP',b'SP',56dff421d2720b5f5a8b4567,73,73.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/04/74SPICON.png?version=7b618cc3b7543cc7384d20ddf65630d7',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/04/74SPICON.png?version=7b618cc3b7543cc7384d20ddf65630d7',
56dff4a2d2720bbd668b456a,5.45x39 mm T,Ammo,1 Low,1 Low,b'5.45x39 mm T',b'T',56dff4a2d2720bbd668b456a,25,25.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/d/db/74TICON.png?version=8223fb1e1b3405ceb288b376133cb58b',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/d/db/74TICON.png?version=8223fb1e1b3405ceb288b376133cb58b',
56dff4ecd2720b5f5a8b4568,5.45x39 mm US,Ammo,1 Low,1 Low,b'5.45x39 mm US',b'US',56dff4ecd2720b5f5a8b4568,45,45.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/4/4b/74USICON.png?version=52b4e819f9f4792114aff0dc7d129e7c',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/4/4b/74USICON.png?version=52b4e819f9f4792114aff0dc7d129e7c',
5447ac644bdc2d6c208b4567,5.56x45 M193 Ball ammo,Ammo,1 Low,1 Low,b'5.56x45 M193 Ball ammo',b'Ball 5.56x45',5447ac644bdc2d6c208b4567,4100,4100.0,1,b'',b'https://vignette.wikia.nocookie.net/escape-from-tarkov/images/f/f8/Ammo_box_1_icon.png/revision/latest?cb=20191109165347',
59e6920f86f77411d82aa167,5.56x45 mm 55 FMJ,Ammo,1 Low,1 Low,b'5.56x45 mm 55 FMJ',b'55 FMJ',59e6920f86f77411d82aa167,48,48.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/33/55FMJICON.png?version=9ae8cd0a92de16bd76465e0f61dbff6a',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/3/33/55FMJICON.png?version=9ae8cd0a92de16bd76465e0f61dbff6a',
59e6927d86f77411da468256,5.56x45 mm 55 HP,Ammo,1 Low,1 Low,b'5.56x45 mm 55 HP',b'55 HP',59e6927d86f77411da468256,50,50.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/53/55HPICON.png?version=8923b4eb6bdeecaab92d3226a056969d',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/53/55HPICON.png?version=8923b4eb6bdeecaab92d3226a056969d',
54527a984bdc2d4e668b4567,5.56x45 mm M855,Ammo,1 Low,1 Low,b'5.56x45 mm M855',b'M855',54527a984bdc2d4e668b4567,130,130.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/55/M855ICON.png?version=65237a033cb22dc7afd29759cef8968b',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/55/M855ICON.png?version=65237a033cb22dc7afd29759cef8968b',
54527ac44bdc2d36668b4567,5.56x45 mm M855A1,Ammo,1 Low,1 Low,b'5.56x45 mm M855A1',b'M855A1',54527ac44bdc2d36668b4567,820,820.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/5f/M855A1ICON.png?version=e3649195e0c1dddfe064b707ff045e35',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/5/5f/M855A1ICON.png?version=e3649195e0c1dddfe064b707ff045e35',
59e68f6f86f7746c9f75e846,5.56x45 mm M856,Ammo,1 Low,1 Low,b'5.56x45 mm M856',b'M856',59e68f6f86f7746c9f75e846,85,85.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/09/M856ICON.png?version=776ed6f1a4142798e593f64a95b905bb',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/0/09/M856ICON.png?version=776ed6f1a4142798e593f64a95b905bb',
59e6906286f7746c9f75e847,5.56x45 mm M856A1,Ammo,1 Low,1 Low,b'5.56x45 mm M856A1',b'M856A1',59e6906286f7746c9f75e847,400,400.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/f/f1/M856A1ICON.png?version=7c290c64676edd2739fc9d4db363e647',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/f/f1/M856A1ICON.png?version=7c290c64676edd2739fc9d4db363e647',
59e690b686f7746c9f75e848,5.56x45 mm M995,Ammo,1 Low,1 Low,b'5.56x45 mm M995',b'M995',59e690b686f7746c9f75e848,1300,1300.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/b6/M995ICON.png?version=9788bef9fdf251bb3bf0a39b87b12cf7',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/b/b6/M995ICON.png?version=9788bef9fdf251bb3bf0a39b87b12cf7',
59e6918f86f7746c9f75e849,5.56x45 mm Mk 255 Mod 0,Ammo,1 Low,1 Low,b'5.56x45 mm Mk 255 Mod 0',b'Mk255 Mod0',59e6918f86f7746c9f75e849,100,100.0,1,b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/19/MK255ICON.png?version=3108741e1e06a38e63a5a299799894fc',b'https://gamepedia.cursecdn.com/escapefromtarkov_gamepedia/1/19/MK255ICON.png?version=3108741e1e06a38e63a5a299799894fc',
